('Ankara', 'LOC', 'MISC')
('mental', 'MISC', 'DEM')
('health', 'MISC', 'DEM')
('history', 'MISC', 'DEM')
('suicide', 'MISC', 'DEM')
('suicide', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('three', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('three', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('eight', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('eight', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('three', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('three', 'DEM', 'DATETIME')
('eighteen', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('twenty', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('five', 'DEM', 'DATETIME')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Fourth', 'ORG', 'QUANTITY')
('Section', 'ORG', 'QUANTITY')
('Fourth', 'ORG', 'QUANTITY')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('three', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('eight', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('eight', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('foster', 'MISC', 'DEM')
('care', 'MISC', 'DEM')
('eighteen', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('twenty', 'DEM', 'DATETIME')
('possession', 'MISC', 'DEM')
('possession', 'MISC', 'DEM')
('possession', 'MISC', 'DEM')
('overdose', 'DEM', 'MISC')
('paracetamol', 'DEM', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Her', 'ORG', 'LOC')
('Majesty', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Durham', 'ORG', 'LOC')
('18', 'DEM', 'DATETIME')
('year', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Her', 'ORG', 'LOC')
('Majesty', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Durham', 'ORG', 'LOC')
('18', 'DEM', 'DATETIME')
('year', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('Lord', 'ORG', 'DEM')
('Chief', 'ORG', 'DEM')
('Justice', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Her', 'ORG', 'LOC')
('Majesty', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Durham', 'ORG', 'LOC')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Her', 'ORG', 'LOC')
('Majesty', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Durham', 'ORG', 'LOC')
('wife', 'MISC', 'DEM')
('adult', 'MISC', 'DEM')
('son', 'MISC', 'DEM')
('18', 'MISC', 'DATETIME')
('year', 'MISC', 'DATETIME')
('old', 'MISC', 'DATETIME')
('daughter', 'MISC', 'DEM')
('first', 'MISC', 'QUANTITY')
('father', 'MISC', 'DEM')
('Home', 'DEM', 'ORG')
('Office', 'DEM', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('North', 'ORG', 'LOC')
('Shields', 'ORG', 'LOC')
('Her', 'ORG', 'LOC')
('Majesty', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Durham', 'ORG', 'LOC')
('18', 'DEM', 'DATETIME')
('year', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Lord', 'ORG', 'DEM')
('Chief', 'ORG', 'DEM')
('Justice', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Her', 'ORG', 'LOC')
('Majesty', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Durham', 'ORG', 'LOC')
('wife', 'MISC', 'DEM')
('adult', 'MISC', 'DEM')
('son', 'MISC', 'DEM')
('18', 'MISC', 'DATETIME')
('year', 'MISC', 'DATETIME')
('old', 'MISC', 'DATETIME')
('daughter', 'MISC', 'DEM')
('first', 'MISC', 'QUANTITY')
('father', 'MISC', 'DEM')
('three', 'MISC', 'QUANTITY')
('murder', 'MISC', 'DEM')
('burglary', 'MISC', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Lord', 'PERSON', 'DEM')
('Chief', 'PERSON', 'DEM')
('Justice', 'PERSON', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('North', 'ORG', 'LOC')
('Shields', 'ORG', 'LOC')
('Human', 'ORG', 'LOC')
('Rights', 'ORG', 'LOC')
('Building', 'ORG', 'LOC')
('Strasbourg', 'ORG', 'LOC')
('Her', 'ORG', 'LOC')
('Majesty', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Durham', 'ORG', 'LOC')
('18', 'DEM', 'DATETIME')
('year', 'DEM', 'DATETIME')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Her', 'ORG', 'LOC')
('Majesty', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Durham', 'ORG', 'LOC')
('18', 'DEM', 'DATETIME')
('year', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('Commander', 'ORG', 'DEM')
('Polish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Polish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Sąd', 'ORG', 'LOC')
('Rejonowy', 'ORG', 'LOC')
('Sąd', 'ORG', 'LOC')
('Okręgowy', 'ORG', 'LOC')
('Polish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Sąd', 'ORG', 'LOC')
('Rejonowy', 'ORG', 'LOC')
('Sąd', 'ORG', 'LOC')
('Okręgowy', 'ORG', 'LOC')
('Polish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('hearings', 'QUANTITY', 'MISC')
('Polish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Rzecznik', 'DEM', 'ORG')
('Interesu', 'DEM', 'ORG')
('Publicznego', 'DEM', 'ORG')
('Poland', 'LOC', 'ORG')
('Polish', 'ORG', 'DEM')
('Section', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('Radio', 'ORG', 'DEM')
('Free', 'ORG', 'DEM')
('Europe', 'ORG', 'DEM')
('Sąd', 'ORG', 'PERSON')
('Najwyższy', 'ORG', 'PERSON')
('Polish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Sąd', 'ORG', 'LOC')
('Rejonowy', 'ORG', 'LOC')
('hearings', 'QUANTITY', 'MISC')
('Sąd', 'ORG', 'LOC')
('Okręgowy', 'ORG', 'LOC')
('Polish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Sąd', 'ORG', 'LOC')
('Rejonowy', 'ORG', 'LOC')
('Sąd', 'ORG', 'LOC')
('Okręgowy', 'ORG', 'LOC')
('Polish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Sąd', 'ORG', 'LOC')
('Rejonowy', 'ORG', 'LOC')
('Sąd', 'ORG', 'LOC')
('Okręgowy', 'ORG', 'LOC')
('Polish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Tarnów', 'ORG', 'LOC')
('Mościce', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Tarnów', 'ORG', 'LOC')
('Mościce', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Sąd', 'ORG', 'LOC')
('Okręgowy', 'ORG', 'LOC')
('Tarnów', 'DEM', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('HMP', 'ORG', 'LOC')
('Maidstone', 'ORG', 'LOC')
('European', 'LOC', 'DEM')
('drug', 'DEM', 'MISC')
('drug', 'DEM', 'MISC')
('possession', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('HMP', 'ORG', 'LOC')
('Maidstone', 'ORG', 'LOC')
('wife', 'PERSON', 'DEM')
('wife', 'PERSON', 'DEM')
('European', 'LOC', 'DEM')
('Chief', 'ORG', 'DEM')
('Constable', 'ORG', 'DEM')
('drug', 'DEM', 'MISC')
('state', 'DEM', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('HMP', 'ORG', 'LOC')
('Maidstone', 'ORG', 'LOC')
('Chief', 'ORG', 'DEM')
('Constable', 'ORG', 'DEM')
('28', 'MISC', 'DATETIME')
('days', 'MISC', 'DATETIME')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('HMP', 'ORG', 'LOC')
('Maidstone', 'ORG', 'LOC')
('European', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('HMP', 'ORG', 'LOC')
('Maidstone', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('HMP', 'ORG', 'LOC')
('Maidstone', 'ORG', 'LOC')
('wife', 'PERSON', 'DEM')
('wife', 'PERSON', 'DEM')
('European', 'LOC', 'DEM')
('Chief', 'PERSON', 'DEM')
('Constable', 'PERSON', 'DEM')
('cottage', 'LOC', 'MISC')
('Over', 'QUANTITY', 'DATETIME')
('160', 'QUANTITY', 'DATETIME')
('hours', 'QUANTITY', 'DATETIME')
('possession', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('HMP', 'ORG', 'LOC')
('Maidstone', 'ORG', 'LOC')
('160', 'QUANTITY', 'DATETIME')
('hours', 'QUANTITY', 'DATETIME')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Fourth', 'ORG', 'QUANTITY')
('HMP', 'ORG', 'LOC')
('Maidstone', 'ORG', 'LOC')
('European', 'LOC', 'DEM')
('drug', 'DEM', 'MISC')
('drug', 'DEM', 'MISC')
('Sweden', 'ORG', 'LOC')
('Swedish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Commission', 'DEM', 'ORG')
('Municipality', 'ORG', 'LOC')
('of', 'ORG', 'LOC')
('Göteborg', 'ORG', 'LOC')
('Western', 'ORG', 'LOC')
('Sweden', 'ORG', 'LOC')
('Geneva', 'ORG', 'LOC')
('Sweden', 'ORG', 'LOC')
('Swedish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Municipality', 'ORG', 'LOC')
('of', 'ORG', 'LOC')
('Göteborg', 'ORG', 'LOC')
('Western', 'ORG', 'LOC')
('Sweden', 'ORG', 'LOC')
('Strasbourg', 'ORG', 'LOC')
('Sweden', 'ORG', 'LOC')
('nationality', 'DEM', 'MISC')
('Court', 'DEM', 'ORG')
('Vice', 'DEM', 'MISC')
('Swedish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Municipality', 'ORG', 'LOC')
('of', 'ORG', 'LOC')
('Göteborg', 'ORG', 'LOC')
('Western', 'ORG', 'LOC')
('Sweden', 'ORG', 'LOC')
('Sweden', 'LOC', 'ORG')
('Swedish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Human', 'ORG', 'LOC')
('Rights', 'ORG', 'LOC')
('Building', 'ORG', 'LOC')
('Strasbourg', 'ORG', 'LOC')
('Western', 'ORG', 'LOC')
('Sweden', 'ORG', 'LOC')
('Sweden', 'ORG', 'LOC')
('Swedish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Municipality', 'ORG', 'LOC')
('of', 'ORG', 'LOC')
('Göteborg', 'ORG', 'LOC')
('Western', 'ORG', 'LOC')
('Sweden', 'ORG', 'LOC')
('Strasbourg', 'ORG', 'LOC')
('Sweden', 'ORG', 'LOC')
('Municipality', 'ORG', 'LOC')
('of', 'ORG', 'LOC')
('Göteborg', 'ORG', 'LOC')
('Western', 'ORG', 'LOC')
('Sweden', 'ORG', 'LOC')
('Turkish', 'ORG', 'DEM')
('Government', 'ORG', 'DEM')
('Jerusalem', 'LOC', 'MISC')
('Ankara', 'LOC', 'MISC')
('Iranian', 'ORG', 'DEM')
('Koran', 'DEM', 'MISC')
('İzmir', 'LOC', 'MISC')
('İzmir', 'LOC', 'MISC')
('İzmir', 'LOC', 'MISC')
('Turkish', 'ORG', 'DEM')
('Government', 'ORG', 'DEM')
('Turkish', 'ORG', 'DEM')
('Government', 'ORG', 'DEM')
('İzmir', 'LOC', 'MISC')
('İzmir', 'LOC', 'MISC')
('İzmir', 'LOC', 'MISC')
('N', 'PERSON', 'ORG')
('S', 'PERSON', 'ORG')
('N', 'PERSON', 'ORG')
('S', 'PERSON', 'ORG')
('N', 'PERSON', 'ORG')
('S', 'PERSON', 'ORG')
('Public', 'ORG', 'DEM')
('Prosecutor', 'ORG', 'DEM')
('terrorist', 'MISC', 'DEM')
('law', 'MISC', 'DEM')
('Swedish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('65th', 'DEM', 'QUANTITY')
('birthday', 'DEM', 'QUANTITY')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('Doctor', 'DEM', 'PERSON')
('Doctor', 'DEM', 'PERSON')
('type', 'DEM', 'MISC')
('II', 'DEM', 'MISC')
('hereditary', 'DEM', 'MISC')
('motor', 'DEM', 'MISC')
('sensory', 'DEM', 'MISC')
('neuropathy', 'DEM', 'MISC')
('County', 'ORG', 'LOC')
('of', 'ORG', 'LOC')
('Stockholm', 'ORG', 'LOC')
('County', 'ORG', 'LOC')
('of', 'ORG', 'LOC')
('Stockholm', 'ORG', 'LOC')
('65', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('Swedish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('17', 'QUANTITY', 'DATETIME')
('hours', 'QUANTITY', 'DATETIME')
('65th', 'DATETIME', 'QUANTITY')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('disease', 'DEM', 'MISC')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('disease', 'DEM', 'MISC')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('patient', 'MISC', 'DEM')
('hygien', 'MISC', 'DEM')
('treatment', 'MISC', 'DEM')
('transportation', 'MISC', 'DEM')
('travel', 'MISC', 'DEM')
('65', 'MISC', 'DATETIME')
('Swedish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('1962', 'MISC', 'DATETIME')
('65th', 'DEM', 'QUANTITY')
('birthday', 'DEM', 'QUANTITY')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('disease', 'DEM', 'MISC')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('disease', 'DEM', 'MISC')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('disease', 'DEM', 'MISC')
('type', 'DEM', 'MISC')
('II', 'DEM', 'MISC')
('hereditary', 'DEM', 'MISC')
('motor', 'DEM', 'MISC')
('sensory', 'DEM', 'MISC')
('neuropathy', 'DEM', 'MISC')
('65', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('Swedish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('1918', 'DEM', 'DATETIME')
('65th', 'DEM', 'QUANTITY')
('1983', 'DEM', 'DATETIME')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('County', 'ORG', 'LOC')
('of', 'ORG', 'LOC')
('Stockholm', 'ORG', 'LOC')
('County', 'ORG', 'LOC')
('of', 'ORG', 'LOC')
('Stockholm', 'ORG', 'LOC')
('65', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('Swedish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('17', 'QUANTITY', 'DATETIME')
('hours', 'QUANTITY', 'DATETIME')
('disability', 'DEM', 'MISC')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('disability', 'DEM', 'MISC')
('disability', 'DEM', 'MISC')
('walking', 'DEM', 'MISC')
('balance', 'DEM', 'MISC')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('disease', 'DEM', 'MISC')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('disease', 'DEM', 'MISC')
('neuropathy', 'DEM', 'MISC')
('disability', 'DEM', 'MISC')
('disability', 'DEM', 'MISC')
('disability', 'DEM', 'MISC')
('65', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('disability', 'DEM', 'MISC')
('1918', 'DEM', 'DATETIME')
('teacher', 'MISC', 'DEM')
('1962', 'CODE', 'DATETIME')
('65th', 'DEM', 'QUANTITY')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('Charcot', 'DEM', 'MISC')
('Marie', 'DEM', 'MISC')
('Tooth', 'DEM', 'MISC')
('type', 'DEM', 'MISC')
('II', 'DEM', 'MISC')
('hereditary', 'DEM', 'MISC')
('motor', 'DEM', 'MISC')
('sensory', 'DEM', 'MISC')
('neuropathy', 'DEM', 'MISC')
('County', 'ORG', 'LOC')
('of', 'ORG', 'LOC')
('Stockholm', 'ORG', 'LOC')
('County', 'ORG', 'LOC')
('of', 'ORG', 'LOC')
('Stockholm', 'ORG', 'LOC')
('65', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Mummery', 'PERSON', 'ORG')
('LJ', 'PERSON', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('British', 'MISC', 'DEM')
('white', 'MISC', 'DEM')
('negotiation', 'MISC', 'DEM')
('white', 'MISC', 'DEM')
('British', 'MISC', 'DEM')
('Britain', 'MISC', 'LOC')
('prior', 'MISC', 'DATETIME')
('to', 'MISC', 'DATETIME')
('1948', 'MISC', 'DATETIME')
('racist', 'MISC', 'DEM')
('fascist', 'MISC', 'DEM')
('people', 'DEM', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('British', 'DEM', 'ORG')
('National', 'DEM', 'ORG')
('Party', 'DEM', 'ORG')
('BNP', 'DEM', 'ORG')
('BNP', 'DEM', 'ORG')
('BNP', 'DEM', 'ORG')
('BNP', 'DEM', 'ORG')
('BNP', 'DEM', 'ORG')
('BNP', 'DEM', 'ORG')
('BNP', 'DEM', 'ORG')
('BNP', 'DEM', 'ORG')
('BNP', 'DEM', 'ORG')
('BNP', 'DEM', 'ORG')
('BNP', 'DEM', 'ORG')
('BNP', 'DEM', 'ORG')
('Mummery', 'PERSON', 'ORG')
('LJ', 'PERSON', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Fourth', 'ORG', 'QUANTITY')
('1948', 'DEM', 'DATETIME')
('1948', 'DEM', 'DATETIME')
('mental', 'DEM', 'MISC')
('public', 'ORG', 'DEM')
('sector', 'ORG', 'DEM')
('trade', 'ORG', 'DEM')
('union', 'ORG', 'DEM')
('Mummery', 'PERSON', 'ORG')
('LJ', 'PERSON', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Stoke', 'LOC', 'ORG')
('on', 'LOC', 'ORG')
('Trent', 'LOC', 'ORG')
('Counsel', 'ORG', 'DEM')
('Crown', 'ORG', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Lichfield', 'PERSON', 'ORG')
('Reynolds', 'PERSON', 'ORG')
('heroin', 'DEM', 'MISC')
('Counsel', 'ORG', 'DEM')
('Crown', 'ORG', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Lichfield', 'PERSON', 'ORG')
('Reynolds', 'PERSON', 'ORG')
('Counsel', 'ORG', 'DEM')
('Crown', 'ORG', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('one', 'MISC', 'QUANTITY')
('two', 'MISC', 'QUANTITY')
('witness', 'MISC', 'DEM')
('Crown', 'DEM', 'MISC')
('Crown', 'DEM', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Stoke', 'LOC', 'ORG')
('on', 'LOC', 'ORG')
('Trent', 'LOC', 'ORG')
('Crown', 'ORG', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Stoke', 'LOC', 'ORG')
('on', 'LOC', 'ORG')
('Trent', 'LOC', 'ORG')
('heroin', 'DEM', 'MISC')
('Crown', 'DEM', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Stoke', 'LOC', 'ORG')
('on', 'LOC', 'ORG')
('Trent', 'LOC', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('heroin', 'DEM', 'MISC')
('Crown', 'DEM', 'MISC')
