Unnamed: 0,semantic_type,span_text,offsets,doc_id,probability,label,tokens,no_tokens,no_subtokens
180,DATETIME,31 October 1945,"(41, 56)",alfred-edward-taylor,"[-4.390059761742152, -4.0854418637662455, -3.8185647503446787]",MASK,"['31', 'October', '1945']",3,0
181,PERSON,A. E. Taylor,"(76, 88)",alfred-edward-taylor,"[-2.485844773040801, -1.4448220461248924, -2.8852326246384505, -1.176874977483952, -3.581645184214478]",MASK,"['A', '.', 'E', '.', 'Taylor']",5,0
182,DEM,British,"(96, 103)",alfred-edward-taylor,[-3.129377492086932],MASK,['British'],1,0
183,DEM,idealist philosopher,"(104, 124)",alfred-edward-taylor,"[-6.864237008348851, -3.0870120146461897, -1.7819140874668065]",NO_MASK,"['ideal', '##ist', 'philosopher']",2,1
184,MISC,philosophy of idealism,"(166, 188)",alfred-edward-taylor,"[-2.1406267432275645, -2.650598114384668, -4.550130665516032, -3.7030092503834804]",NO_MASK,"['philosophy', 'of', 'ideal', '##ism']",3,1
185,MISC,metaphysics,"(208, 219)",alfred-edward-taylor,"[-5.888163427573573, -6.170900410351708]",NO_MASK,"['meta', '##physics']",1,1
186,MISC,philosophy of religion,"(225, 247)",alfred-edward-taylor,"[-1.9427937042532022, -2.292437223545282, -1.7039792933990565]",NO_MASK,"['philosophy', 'of', 'religion']",3,0
187,MISC,moral philosophy,"(249, 265)",alfred-edward-taylor,"[-3.787362514609221, -2.0501373515148824]",NO_MASK,"['moral', 'philosophy']",2,0
188,PERSON,Plato,"(290, 295)",alfred-edward-taylor,[-2.686980369798524],NO_MASK,['Plato'],1,0
189,DEM,fellow,"(306, 312)",alfred-edward-taylor,[-1.6260133914348818],NO_MASK,['fellow'],1,0
190,ORG,British Academy,"(320, 335)",alfred-edward-taylor,"[-3.575156635862857, -1.797083489507392]",MASK,"['British', 'Academy']",2,0
191,DATETIME,1911,"(337, 341)",alfred-edward-taylor,[-5.168458757760251],MASK,['1911'],1,0
192,DEM,president,"(347, 356)",alfred-edward-taylor,[-2.52909421499737],NO_MASK,['president'],1,0
193,ORG,Aristotelian Society,"(364, 384)",alfred-edward-taylor,"[-5.191042432370719, -6.572877239819887, -5.561150067440562, -4.054658248753175, -3.5083802853585926]",MASK,"['Ari', '##sto', '##tel', '##ian', 'Society']",2,3
194,DATETIME,1928,"(390, 394)",alfred-edward-taylor,[-5.209422581570684],MASK,['1928'],1,0
195,DATETIME,1929,"(398, 402)",alfred-edward-taylor,[-5.236893935214268],MASK,['1929'],1,0
196,ORG,Oxford,"(407, 413)",alfred-edward-taylor,[-1.0037690875027026],MASK,['Oxford'],1,0
197,DEM,honorary fellow,"(429, 444)",alfred-edward-taylor,"[-2.1966878430397823, -2.809697418570499]",NO_MASK,"['honorary', 'fellow']",2,0
198,ORG,New College,"(448, 459)",alfred-edward-taylor,"[-4.232565599190046, -3.259891236870622]",MASK,"['New', 'College']",2,0
199,DATETIME,1931,"(463, 467)",alfred-edward-taylor,[-4.38264192555978],MASK,['1931'],1,0
200,MISC,Idealism,"(542, 550)",alfred-edward-taylor,"[-4.995127651679057, -7.248727781409865, -8.130705411223307, -6.190937367267319]",NO_MASK,"['I', '##dea', '##lis', '##m']",1,3
201,LOC,Anglo-Saxon,"(558, 569)",alfred-edward-taylor,"[-5.035008781903043, -4.144008787857951, -4.482618731765308]",MASK,"['Anglo', '-', 'Saxon']",3,0
202,PERSON,Keith Robert Gillespie,"(0, 22)",keith-gillespie,"[-4.022994072994255, -3.168461818774525, -5.241962658389603]",MASK,"['Keith', 'Robert', 'Gillespie']",3,0
203,DATETIME,18 February 1975,"(29, 45)",keith-gillespie,"[-2.5250759689958713, -3.832852219047468, -2.985307301426552]",MASK,"['18', 'February', '1975']",3,0
204,DEM,Northern Irish,"(52, 66)",keith-gillespie,"[-5.28481588766688, -6.573796061312524]",MASK,"['Northern', 'Irish']",2,0
205,DEM,footballer,"(67, 77)",keith-gillespie,[-0.15177149699894987],NO_MASK,['footballer'],1,0
206,DEM,winger,"(93, 99)",keith-gillespie,[-1.6847704385836204],MASK,['winger'],1,0
207,ORG,FC Mindwell,"(104, 115)",keith-gillespie,"[-3.2648729187207293, -6.825683789404167, -6.710183576949245]",MASK,"['FC', 'Mind', '##well']",2,1
208,ORG,Mid-Ulster Football League,"(123, 149)",keith-gillespie,"[-4.767090491622855, -2.324782238000699, -5.69873307695341, -3.6133528252720515, -2.551190527815092]",MASK,"['Mid', '-', 'Ulster', 'Football', 'League']",5,0
209,ORG,Manchester United,"(174, 191)",keith-gillespie,"[-3.2999025688014405, -2.7145307650930084]",MASK,"['Manchester', 'United']",2,0
210,ORG,FA Youth Cup,"(210, 222)",keith-gillespie,"[-3.972563690172616, -4.6326301601263795, -2.4252357363765955]",MASK,"['FA', 'Youth', 'Cup']",3,0
211,DATETIME,1992,"(226, 230)",keith-gillespie,[-2.9670639567817187],NO_MASK,['1992'],1,0
212,ORG,Newcastle United,"(249, 265)",keith-gillespie,"[-2.4630994961034065, -2.65798013804851]",MASK,"['Newcastle', 'United']",2,0
213,ORG,UEFA Champions League,"(290, 311)",keith-gillespie,"[-4.601667276919475, -4.568841238645242, -2.657517850384429]",MASK,"['UEFA', 'Champions', 'League']",3,0
214,PERSON,Gillespie,"(313, 322)",keith-gillespie,[-5.609070930856735],MASK,['Gillespie'],1,0
215,ORG,Premier League,"(342, 356)",keith-gillespie,"[-4.855049405679978, -2.5264545289226166]",MASK,"['Premier', 'League']",2,0
216,ORG,Blackburn Rovers,"(361, 377)",keith-gillespie,"[-6.376566869522487, -4.937755453382245]",MASK,"['Blackburn', 'Rovers']",2,0
217,ORG,Leicester City,"(379, 393)",keith-gillespie,"[-5.494644701969358, -5.210658791749615]",MASK,"['Leicester', 'City']",2,0
218,ORG,Sheffield United,"(398, 414)",keith-gillespie,"[-5.424201871966516, -3.8460276537569267]",MASK,"['Sheffield', 'United']",2,0
219,ORG,Blackburn,"(424, 433)",keith-gillespie,[-5.729164453864172],MASK,['Blackburn'],1,0
220,ORG,Football League Cup,"(442, 461)",keith-gillespie,"[-4.627952281563841, -3.007082937170998, -2.319906376720552]",MASK,"['Football', 'League', 'Cup']",3,0
221,DATETIME,2002,"(465, 469)",keith-gillespie,[-2.705301450145798],NO_MASK,['2002'],1,0
222,ORG,Glentoran,"(516, 525)",keith-gillespie,"[-4.553210841102381, -6.419344289802123, -5.920657193649787]",MASK,"['Glen', '##tor', '##an']",1,2
223,ORG,Irish League,"(533, 545)",keith-gillespie,"[-5.120272338881499, -3.3819902631528866]",MASK,"['Irish', 'League']",2,0
224,ORG,Longford Town,"(550, 563)",keith-gillespie,"[-5.590025094945146, -6.2819140930338, -6.466633692763991]",MASK,"['Long', '##ford', 'Town']",2,1
225,ORG,League of Ireland,"(571, 588)",keith-gillespie,"[-3.773993581333004, -2.0345929160383878, -4.835975833160744]",MASK,"['League', 'of', 'Ireland']",3,0
226,PERSON,Gillespie,"(590, 599)",keith-gillespie,[-4.4460756259212575],MASK,['Gillespie'],1,0
227,QUANTITY,86 caps,"(607, 614)",keith-gillespie,"[-3.2745134957457727, -3.5537137020739897]",MASK,"['86', 'caps']",2,0
228,LOC,Northern Ireland,"(619, 635)",keith-gillespie,"[-5.83871624344379, -5.328218008258475]",MASK,"['Northern', 'Ireland']",2,0
229,DATETIME,1994,"(644, 648)",keith-gillespie,[-4.794345978690168],NO_MASK,['1994'],1,0
230,DATETIME,2008,"(653, 657)",keith-gillespie,[-3.475059882616599],MASK,['2008'],1,0
231,MISC,capped,"(689, 695)",keith-gillespie,[-1.781579976015451],MASK,['capped'],1,0
232,PERSON,Drew Sarich,"(0, 11)",drew-sarich,"[-3.5125137284790373, -3.7958374111428537, -6.144667856634877]",MASK,"['Drew', 'Sa', '##rich']",2,1
233,DATETIME,"August 24, 1975","(18, 33)",drew-sarich,"[-3.896786589907128, -4.018129026453784, -2.8371622634444225, -1.5483578195124603]",MASK,"['August', '24', ',', '1975']",4,0
234,DEM,American,"(41, 49)",drew-sarich,[-1.2793111104263908],NO_MASK,['American'],1,0
235,DEM,stage actor,"(50, 61)",drew-sarich,"[-4.794685243143696, -0.19440800460136282]",NO_MASK,"['stage', 'actor']",2,0
236,DEM,singer,"(66, 72)",drew-sarich,[-0.8488664225043014],NO_MASK,['singer'],1,0
237,LOC,St. Louis,"(78, 87)",drew-sarich,"[-4.376586880141252, -1.2217147661780534, -4.481763834449404]",MASK,"['St', '.', 'Louis']",3,0
238,LOC,Missouri,"(89, 97)",drew-sarich,[-4.252964491523036],NO_MASK,['Missouri'],1,0
239,PERSON,Jean Valjean,"(114, 126)",drew-sarich,"[-5.040082002630485, -6.703479193665059, -6.2143516396855745, -5.778043284911864]",MASK,"['Jean', 'Val', '##je', '##an']",2,2
240,MISC,Les Miserables,"(130, 144)",drew-sarich,"[-4.709641269437329, -4.869082888190012, -5.9577679376314645, -6.866416812340289]",MASK,"['Les', 'Mi', '##ser', '##ables']",2,2
241,DEM,English,"(167, 174)",drew-sarich,[-2.6815001353835624],NO_MASK,['English'],1,0
242,DEM,German,"(179, 185)",drew-sarich,[-7.2211251711560775],NO_MASK,['German'],1,0
243,PERSON,Barrington J. Bayley,"(0, 20)",barrington-j-bayley,"[-4.2833424455700575, -6.517207350902441, -4.446125758898826, -2.7919029691382793, -4.8254828127406, -5.514248734966455]",MASK,"['Barr', '##ington', 'J', '.', 'Bay', '##ley']",4,2
244,DATETIME,9 April 1937,"(22, 34)",barrington-j-bayley,"[-3.6097837185932318, -3.700868904800816, -4.719545689025143]",MASK,"['9', 'April', '1937']",3,0
245,DATETIME,14 October 2008,"(38, 53)",barrington-j-bayley,"[-3.3518751661537163, -4.027885831218367, -5.210172306031621]",MASK,"['14', 'October', '2008']",3,0
246,DEM,English,"(62, 69)",barrington-j-bayley,[-2.295779836229281],NO_MASK,['English'],1,0
247,DEM,science fiction writer,"(70, 92)",barrington-j-bayley,"[-6.294183696244011, -5.7636002665339925, -3.223087788464392]",NO_MASK,"['science', 'fiction', 'writer']",3,0
248,PERSON,Lindsay Ann Tarpley Snow,"(0, 24)",lindsay-tarpley,"[-4.530457364489095, -3.8685750410801756, -4.665575090551895, -7.229900609625122, -5.4226118137283335, -4.090169123234254]",MASK,"['Lindsay', 'Ann', 'Ta', '##rp', '##ley', 'Snow']",4,2
249,DATETIME,"September 22, 1983","(31, 49)",lindsay-tarpley,"[-3.006862787450554, -3.249480979482337, -1.9888712118196266, -2.5021248524149096]",MASK,"['September', '22', ',', '1983']",4,0
250,DEM,American,"(57, 65)",lindsay-tarpley,[-1.6937356696703567],NO_MASK,['American'],1,0
251,DEM,soccer forward and midfielder,"(79, 108)",lindsay-tarpley,"[-2.8791994442145725, -3.136705069321686, -3.8859435365268657, -3.7421333828429044]",MASK,"['soccer', 'forward', 'and', 'midfielder']",4,0
252,QUANTITY,two-time,"(119, 127)",lindsay-tarpley,"[-3.840778277495969, -3.504200405152421, -4.2806671548907955]",MASK,"['two', '-', 'time']",3,0
253,MISC,Olympic gold medalist,"(128, 149)",lindsay-tarpley,"[-4.194472000455661, -3.270455474404257, -2.777483410274632]",NO_MASK,"['Olympic', 'gold', 'medalist']",3,0
254,MISC,2004 Athens,"(171, 182)",lindsay-tarpley,"[-2.439544410844691, -3.82303439073813]",MASK,"['2004', 'Athens']",2,0
255,MISC,2008 Beijing Summer Olympics,"(187, 215)",lindsay-tarpley,"[-3.60232118404455, -4.75900583042469, -4.007037562299565, -2.2283384536671424]",MASK,"['2008', 'Beijing', 'Summer', 'Olympics']",4,0
256,ORG,United States women's national team,"(241, 276)",lindsay-tarpley,"[-5.4402217607308705, -5.176028224557441, -3.8166526761555297, -3.3637112516399204, -4.110337357431515, -4.716625031003419, -0.14400565720909217]",MASK,"['United', 'States', 'women', ""'"", 's', 'national', 'team']",7,0
257,QUANTITY,third,"(291, 296)",lindsay-tarpley,[-1.4573878422588544],MASK,['third'],1,0
258,MISC,2007 Women's World Cup,"(304, 326)",lindsay-tarpley,"[-3.7331099601574276, -4.44835040060396, -2.2017302021913734, -3.062825110616053, -3.9596654739077217, -3.702192693964032]",MASK,"['2007', 'Women', ""'"", 's', 'World', 'Cup']",6,0
259,LOC,China,"(330, 335)",lindsay-tarpley,[-3.461651416072813],MASK,['China'],1,0
260,DEM,injured,"(341, 348)",lindsay-tarpley,[-1.6740660586762741],NO_MASK,['injured'],1,0
261,MISC,knee,"(353, 357)",lindsay-tarpley,[-2.561535723828159],MASK,['knee'],1,0
262,ORG,Japan,"(381, 386)",lindsay-tarpley,[-3.809406939634408],MASK,['Japan'],1,0
263,DATETIME,"May 14, 2011","(391, 403)",lindsay-tarpley,"[-4.429185925189113, -4.006585132835859, -0.8913932531548685, -3.7087877402293365]",MASK,"['May', '14', ',', '2011']",4,0
264,LOC,Columbus Ohio,"(408, 421)",lindsay-tarpley,"[-5.056330837645796, -5.10271327514298]",MASK,"['Columbus', 'Ohio']",2,0
265,MISC,2011 Women's World Cup,"(448, 470)",lindsay-tarpley,"[-3.9369745180235016, -5.297499766523881, -2.836659094826811, -3.3950026971787666, -5.169459713981182, -3.2755180181990013]",MASK,"['2011', 'Women', ""'"", 's', 'World', 'Cup']",6,0
266,DATETIME,"February 7, 2013","(536, 552)",lindsay-tarpley,"[-1.8007441196067397, -3.3567854126425067, -2.3344083640950797, -1.0817135316993658]",MASK,"['February', '7', ',', '2013']",4,0
267,PERSON,Tarpley,"(554, 561)",lindsay-tarpley,"[-5.602365831085895, -7.946585075078187, -5.6335859253634]",MASK,"['Ta', '##rp', '##ley']",1,2
268,ORG,Chicago Red Stars,"(591, 608)",lindsay-tarpley,"[-3.683156769903568, -3.534724624850931, -2.8270939821563066]",MASK,"['Chicago', 'Red', 'Stars']",3,0
269,MISC,2013 NWSL,"(617, 626)",lindsay-tarpley,"[-2.6638914768919117, -4.427373516986963, -5.672632833019928]",MASK,"['2013', 'NW', '##SL']",2,1
270,MISC,season,"(627, 633)",lindsay-tarpley,[-1.3907280949117335],NO_MASK,['season'],1,0
271,PERSON,Jonathan Harris,"(0, 15)",jonathan-harris,"[-3.8621218815922105, -4.210109026645847]",MASK,"['Jonathan', 'Harris']",2,0
272,PERSON,Jonathan Daniel Charasuchin,"(22, 49)",jonathan-harris,"[-5.288990757920558, -5.438471183865893, -6.035436176160592, -6.31737871897326, -7.372367307289061, -4.881834428634387]",MASK,"['Jonathan', 'Daniel', 'Cha', '##ras', '##uchi', '##n']",3,3
273,DATETIME,"November 6, 1914","(51, 67)",jonathan-harris,"[-4.96061464286238, -3.5305276992695704, -1.5471783546232918, -5.24283629701182]",MASK,"['November', '6', ',', '1914']",4,0
274,DATETIME,"November 3, 2002","(70, 86)",jonathan-harris,"[-4.953254089182708, -3.051035335594084, -1.8209331827953872, -4.434819794433752]",MASK,"['November', '3', ',', '2002']",4,0
275,DEM,American,"(95, 103)",jonathan-harris,[-2.6399218651139766],NO_MASK,['American'],1,0
276,DEM,character actor,"(104, 119)",jonathan-harris,"[-4.763564440785259, -0.0035194931647843744]",NO_MASK,"['character', 'actor']",2,0
277,QUANTITY,500,"(152, 155)",jonathan-harris,[-2.231848567274513],MASK,['500'],1,0
278,PERSON,Bradford Webster,"(270, 286)",jonathan-harris,"[-5.410269599717472, -4.663416587239727]",MASK,"['Bradford', 'Webster']",2,0
279,MISC,The Third Man,"(316, 329)",jonathan-harris,"[-2.24974161183147, -4.981322671357822, -3.568895723526038]",MASK,"['The', 'Third', 'Man']",3,0
280,PERSON,Dr. Zachary Smith,"(353, 370)",jonathan-harris,"[-3.9588962231378977, -2.3049075496137585, -3.5585932103760842, -2.994594570627254]",MASK,"['Dr', '.', 'Zachary', 'Smith']",4,0
281,DATETIME,1960s,"(379, 384)",jonathan-harris,[-2.620441095344874],NO_MASK,['1960s'],1,0
282,MISC,Lost in Space,"(408, 421)",jonathan-harris,"[-2.9840540558602084, -2.3772104249910844, -3.907647378630945]",MASK,"['Lost', 'in', 'Space']",3,0
283,MISC,A Bug's Life,"(496, 508)",jonathan-harris,"[-2.6458933545191012, -3.471516612780669, -6.37593232894617, -2.9280810958974555, -3.617715139940896, -3.9893827747458004]",MASK,"['A', 'B', '##ug', ""'"", 's', 'Life']",5,1
284,MISC,Toy Story 2,"(513, 524)",jonathan-harris,"[-4.764240959339647, -3.61541939307381, -2.6890181731773146]",MASK,"['Toy', 'Story', '2']",3,0
285,PERSON,Felix Hell,"(0, 10)",felix-hell,"[-3.4441683634808973, -4.627973278290452]",MASK,"['Felix', 'Hell']",2,0
286,DATETIME,14 September 1985,"(17, 34)",felix-hell,"[-3.822064978088017, -4.11638875207082, -1.5778080031409327]",MASK,"['14', 'September', '1985']",3,0
287,DEM,German,"(41, 47)",felix-hell,[-2.6724639210487546],NO_MASK,['German'],1,0
288,DEM,organist,"(48, 56)",felix-hell,[-4.276485502621199],NO_MASK,['organist'],1,0
289,PERSON,Ernst Udet,"(0, 10)",ernst-udet,"[-5.2561880328931405, -3.8840660010084185, -5.908490142019122]",MASK,"['Ernst', 'U', '##det']",2,1
290,DATETIME,26 April 1896,"(12, 25)",ernst-udet,"[-4.376471790260628, -4.344139036715834, -5.436494909210878]",MASK,"['26', 'April', '1896']",3,0
291,DATETIME,17 November 1941,"(28, 44)",ernst-udet,"[-4.0342751035696205, -4.428051654285248, -3.8408814846098696]",MASK,"['17', 'November', '1941']",3,0
292,DEM,German,"(52, 58)",ernst-udet,[-2.554919229958111],MASK,['German'],1,0
293,DEM,pilot,"(59, 64)",ernst-udet,[-2.168374642451724],NO_MASK,['pilot'],1,0
294,DATETIME,World War I,"(72, 83)",ernst-udet,"[-5.260409441599859, -4.341848331834868, -3.53660914522241]",NO_MASK,"['World', 'War', 'I']",3,0
295,DEM,Luftwaffe Colonel-General,"(90, 115)",ernst-udet,"[-4.096420671983009, -4.802963328296133, -1.763183338161311, -4.1164689436663275]",MASK,"['Luftwaffe', 'Colonel', '-', 'General']",4,0
296,DEM,Generaloberst,"(117, 130)",ernst-udet,"[-4.112050308279856, -8.134280019967926, -7.314637234266477]",MASK,"['General', '##obe', '##rst']",1,2
297,DATETIME,World War II,"(139, 151)",ernst-udet,"[-5.2148673109117025, -4.368520108285331, -3.08874684878021]",NO_MASK,"['World', 'War', 'II']",3,0
298,PERSON,Udet,"(153, 157)",ernst-udet,"[-4.76134118745933, -7.004017283108798]",MASK,"['U', '##det']",1,1
299,ORG,Imperial German Air Service,"(169, 196)",ernst-udet,"[-4.729471684972416, -3.315652893484646, -2.709188790165168, -3.0435114949029987]",MASK,"['Imperial', 'German', 'Air', 'Service']",4,0
300,DATETIME,19,"(211, 213)",ernst-udet,[-1.3386979823325236],MASK,['19'],1,0
301,DATETIME,World War I,"(261, 272)",ernst-udet,"[-3.4097828141574347, -2.291662868541591, -2.840498655172272]",NO_MASK,"['World', 'War', 'I']",3,0
302,QUANTITY,62,"(282, 284)",ernst-udet,[-2.5522747629541285],MASK,['62'],1,0
303,DEM,German,"(349, 355)",ernst-udet,[-1.4677556238669063],MASK,['German'],1,0
304,DEM,fighter pilot,"(356, 369)",ernst-udet,"[-1.8650443402149872, -0.47161394210045066]",MASK,"['fighter', 'pilot']",2,0
305,PERSON,Manfred von Richthofen,"(428, 450)",ernst-udet,"[-6.875919230344284, -4.016891787964049, -6.898988598941, -4.762809493394725, -6.889811300058469, -4.481651265169764]",MASK,"['Manfred', 'von', 'Rich', '##th', '##of', '##en']",3,3
306,DEM,commander,"(456, 465)",ernst-udet,[-5.792736782998483],NO_MASK,['commander'],1,0
307,MISC,Flying Circus,"(473, 486)",ernst-udet,"[-5.952305271521787, -5.625932594088831]",MASK,"['Flying', 'Circus']",2,0
308,PERSON,Udet,"(488, 492)",ernst-udet,"[-5.079576630869149, -7.088545391981812]",MASK,"['U', '##det']",1,1
309,MISC,squadron commander,"(510, 528)",ernst-udet,"[-5.03241350158415, -4.660600028964149]",MASK,"['squadron', 'commander']",2,0
310,PERSON,Richthofen,"(535, 545)",ernst-udet,"[-8.406992509729358, -4.584140053677078, -6.243562911582584, -4.451826734509311]",MASK,"['Rich', '##th', '##of', '##en']",1,3
311,PERSON,Hermann Göring,"(563, 577)",ernst-udet,"[-6.013163027871054, -5.4544603767049535, -7.820336549769776, -4.952129255913562]",MASK,"['Hermann', 'G', '##ö', '##ring']",2,2
312,PERSON,Udet,"(579, 583)",ernst-udet,"[-5.086868537100827, -6.9333333716031875]",MASK,"['U', '##det']",1,1
313,DATETIME,1920s,"(594, 599)",ernst-udet,[-3.3248201861738766],MASK,['1920s'],1,0
314,DATETIME,1930s,"(610, 615)",ernst-udet,[-3.6003716189151445],MASK,['1930s'],1,0
315,MISC,stunt pilot,"(621, 632)",ernst-udet,"[-6.089036525046384, -4.431590948206081]",NO_MASK,"['stunt', 'pilot']",2,0
316,MISC,international barnstormer,"(634, 659)",ernst-udet,"[-7.023045626878415, -6.046230319816174, -8.349617976219344, -5.936017828405082]",NO_MASK,"['international', 'barn', '##storm', '##er']",2,2
317,MISC,light aircraft manufacturer,"(661, 688)",ernst-udet,"[-5.061437998960594, -5.678389963665889, -7.6120781549654755]",NO_MASK,"['light', 'aircraft', 'manufacturer']",3,0
318,MISC,playboy,"(694, 701)",ernst-udet,"[-5.704760456996237, -7.182041819770483]",NO_MASK,"['play', '##boy']",1,1
319,DATETIME,1933,"(706, 710)",ernst-udet,[-3.4923617161652594],MASK,['1933'],1,0
320,PERSON,Udet,"(712, 716)",ernst-udet,"[-5.219220680218762, -6.121844044566671]",MASK,"['U', '##det']",1,1
321,ORG,Nazi Party,"(728, 738)",ernst-udet,"[-6.463824263442876, -5.190674647159667]",MASK,"['Nazi', 'Party']",2,0
322,ORG,Luftwaffe,"(791, 800)",ernst-udet,[-6.216062360595873],MASK,['Luftwaffe'],1,0
323,MISC,director of research and development,"(825, 861)",ernst-udet,"[-4.300529986307566, -1.6113180398154192, -5.108777155371505, -1.9335426943928473, -3.835026194698682]",MASK,"['director', 'of', 'research', 'and', 'development']",5,0
324,MISC,dive bombing techniques,"(894, 917)",ernst-udet,"[-7.425560753784843, -6.255982718054317, -4.345640089149383]",NO_MASK,"['dive', 'bombing', 'techniques']",3,0
325,MISC,Stuka dive bomber,"(933, 950)",ernst-udet,"[-4.504616841993002, -5.355625525081897, -4.282265599590803, -5.763024193109968]",MASK,"['St', '##uka', 'dive', 'bomber']",3,1
326,DATETIME,1939,"(955, 959)",ernst-udet,[-5.137223426871899],MASK,['1939'],1,0
327,PERSON,Udet,"(960, 964)",ernst-udet,"[-5.032290053603643, -6.08330803096604]",MASK,"['U', '##det']",1,1
328,MISC,Director-General of Equipment,"(990, 1019)",ernst-udet,"[-3.232761064802267, -2.3953417364391703, -4.611726133281011, -2.05375581713407, -6.313164677840546]",MASK,"['Director', '-', 'General', 'of', 'Equipment']",5,0
